fips,county,pop_total,pop_margin,male_total,male_error,female_total,female_error
18171,"Warren County, Indiana",3889,174,2104,121,1785,130
18173,"Warrick County, Indiana",29221,671,15311,430,13910,511
18175,"Washington County, Indiana",11662,518,6232,292,5430,324
18177,"Wayne County, Indiana",27592,702,13968,441,13624,471
18179,"Wells County, Indiana",13176,374,7168,232,6008,266
18181,"White County, Indiana",11207,364,6029,222,5178,269
18183,"Whitley County, Indiana",16079,459,8872,281,7207,356
19001,"Adair County, Iowa",3867,104,2067,67,1800,86
19003,"Adams County, Iowa",2020,97,1026,68,994,69
19005,"Allamakee County, Iowa",6859,209,3600,151,3259,127
19007,"Appanoose County, Iowa",5519,211,2938,157,2581,150
19009,"Audubon County, Iowa",2991,94,1647,63,1344,77
19011,"Benton County, Iowa",12799,344,6660,214,6139,251
19013,"Black Hawk County, Iowa",64968,1042,33272,669,31696,686
19015,"Boone County, Iowa",13022,334,6839,224,6183,275
19017,"Bremer County, Iowa",12500,307,6430,176,6070,210
19019,"Buchanan County, Iowa",10134,267,5459,178,4675,180
19021,"Buena Vista County, Iowa",10186,248,5834,182,4352,195
19023,"Butler County, Iowa",7203,211,3799,133,3404,131
19025,"Calhoun County, Iowa",4486,164,2335,132,2151,93
19027,"Carroll County, Iowa",10772,271,5614,154,5158,200
19029,"Cass County, Iowa",6517,228,3533,154,2984,164
19031,"Cedar County, Iowa",9661,232,4984,163,4677,189
19033,"Cerro Gordo County, Iowa",22280,561,11310,413,10970,328
19035,"Cherokee County, Iowa",6122,197,3265,146,2857,144
19037,"Chickasaw County, Iowa",5938,179,3280,137,2658,130
19039,"Clarke County, Iowa",4311,241,2223,168,2088,191
19041,"Clay County, Iowa",8483,276,4401,167,4082,176
19043,"Clayton County, Iowa",8885,204,4641,131,4244,155
19045,"Clinton County, Iowa",23154,524,12030,358,11124,387
19047,"Crawford County, Iowa",8010,267,4312,233,3698,157
19049,"Dallas County, Iowa",38618,704,20192,424,18426,491
19051,"Davis County, Iowa",3729,180,2070,129,1659,111
19053,"Decatur County, Iowa",3569,167,1798,117,1771,113
19055,"Delaware County, Iowa",9339,256,4939,162,4400,184
19057,"Des Moines County, Iowa",18093,539,9262,368,8831,345
19059,"Dickinson County, Iowa",8687,260,4631,185,4056,187
19061,"Dubuque County, Iowa",49384,669,25652,419,23732,474
19063,"Emmet County, Iowa",5078,210,2649,146,2429,139
19065,"Fayette County, Iowa",9743,279,5199,202,4544,175
19067,"Floyd County, Iowa",7858,316,4298,207,3560,186
19069,"Franklin County, Iowa",5141,192,2837,136,2304,120
19071,"Fremont County, Iowa",3462,120,1825,83,1637,94
19073,"Greene County, Iowa",4269,167,2330,116,1939,121
19075,"Grundy County, Iowa",5994,149,3223,104,2771,111
19077,"Guthrie County, Iowa",5191,164,2762,111,2429,109
19079,"Hamilton County, Iowa",7325,269,3978,187,3347,195
19081,"Hancock County, Iowa",5594,150,3044,104,2550,104
19083,"Hardin County, Iowa",7961,248,4322,179,3639,149
19085,"Harrison County, Iowa",7281,186,3834,132,3447,116
19087,"Henry County, Iowa",8905,352,4794,261,4111,230
19089,"Howard County, Iowa",4762,146,2541,106,2221,119
19091,"Humboldt County, Iowa",4575,133,2495,100,2080,89
19093,"Ida County, Iowa",3556,106,1962,67,1594,77
19095,"Iowa County, Iowa",8541,217,4462,158,4079,144
19097,"Jackson County, Iowa",9582,275,5127,173,4455,208
19099,"Jasper County, Iowa",16916,491,8845,339,8071,314
19101,"Jefferson County, Iowa",8011,409,4428,289,3583,238
19103,"Johnson County, Iowa",74856,884,37919,740,36937,651
19105,"Jones County, Iowa",9727,395,5095,311,4632,205
19107,"Keokuk County, Iowa",4931,143,2695,111,2236,99
19109,"Kossuth County, Iowa",7671,191,4025,139,3646,142
19111,"Lee County, Iowa",16169,522,8614,361,7555,330
19113,"Linn County, Iowa",111602,993,57516,801,54086,723
19115,"Louisa County, Iowa",5448,161,2905,123,2543,102
19117,"Lucas County, Iowa",3888,176,2068,117,1820,121
19119,"Lyon County, Iowa",5843,136,3218,85,2625,100
19121,"Madison County, Iowa",7519,271,3946,176,3573,199
19123,"Mahaska County, Iowa",10656,342,5877,226,4779,249
19125,"Marion County, Iowa",16506,408,8782,272,7724,281
19127,"Marshall County, Iowa",18854,474,10006,322,8848,318
19129,"Mills County, Iowa",7098,292,3893,147,3205,223
19131,"Mitchell County, Iowa",5072,173,2766,105,2306,126
19133,"Monona County, Iowa",4002,160,2207,121,1795,103
19135,"Monroe County, Iowa",3626,201,1939,109,1687,145
19137,"Montgomery County, Iowa",4588,203,2385,164,2203,127
19139,"Muscatine County, Iowa",20427,455,10953,355,9474,329
19141,"O'Brien County, Iowa",7116,203,3809,123,3307,154
19143,"Osceola County, Iowa",3242,127,1756,83,1486,82
19145,"Page County, Iowa",7184,381,3730,343,3454,168
19147,"Palo Alto County, Iowa",4631,128,2580,105,2051,94
19149,"Plymouth County, Iowa",12924,336,6828,208,6096,234
19151,"Pocahontas County, Iowa",3496,116,1827,84,1669,81
19153,"Polk County, Iowa",231032,1809,119536,1139,111496,1315
19155,"Pottawattamie County, Iowa",45952,646,23637,416,22315,440
19157,"Poweshiek County, Iowa",9506,300,4670,241,4836,216
19159,"Ringgold County, Iowa",2143,101,1117,69,1026,61
19161,"Sac County, Iowa",5026,144,2687,101,2339,98
19163,"Scott County, Iowa",81278,919,42054,646,39224,609
19165,"Shelby County, Iowa",5959,203,3116,128,2843,137
19167,"Sioux County, Iowa",18280,393,9897,249,8383,241
19169,"Story County, Iowa",48348,1009,25810,654,22538,657
19171,"Tama County, Iowa",8170,214,4308,147,3862,144
19173,"Taylor County, Iowa",3000,117,1546,76,1454,80
19175,"Union County, Iowa",6152,247,3141,135,3011,182
19177,"Van Buren County, Iowa",3399,131,1866,79,1533,94
19179,"Wapello County, Iowa",15808,501,8241,322,7567,295
19181,"Warren County, Iowa",24531,428,12525,295,12006,320
19183,"Washington County, Iowa",10947,304,5772,209,5175,186
19185,"Wayne County, Iowa",2698,115,1399,78,1299,75
19187,"Webster County, Iowa",16659,428,8615,346,8044,309
19189,"Winnebago County, Iowa",5183,184,2798,116,2385,139
19191,"Winneshiek County, Iowa",11874,306,6146,212,5728,206
19193,"Woodbury County, Iowa",50677,735,26757,515,23920,539
19195,"Worth County, Iowa",3848,129,2084,92,1764,97
19197,"Wright County, Iowa",5888,219,3173,153,2715,148
20001,"Allen County, Kansas",5720,238,3058,183,2662,154
20003,"Anderson County, Kansas",3607,264,2040,160,1567,169
20005,"Atchison County, Kansas",7395,316,3754,202,3641,224
20007,"Barber County, Kansas",2443,123,1364,83,1079,86
20009,"Barton County, Kansas",13317,309,7102,266,6215,250
20011,"Bourbon County, Kansas",6642,263,3514,189,3128,179
20013,"Brown County, Kansas",4604,150,2374,100,2230,98
20015,"Butler County, Kansas",30463,660,16357,505,14106,426
20017,"Chase County, Kansas",1181,80,581,50,600,62
20019,"Chautauqua County, Kansas",1489,90,842,71,647,59
20021,"Cherokee County, Kansas",9271,370,4642,254,4629,260
20023,"Cheyenne County, Kansas",1276,82,658,52,618,61
20025,"Clark County, Kansas",999,71,581,56,418,51
20027,"Clay County, Kansas",4177,181,2328,121,1849,150
20029,"Cloud County, Kansas",4333,225,2278,130,2055,160
20031,"Coffey County, Kansas",4010,152,2115,101,1895,104
20033,"Comanche County, Kansas",946,66,505,49,441,54
20035,"Cowley County, Kansas",15546,574,8128,417,7418,316
20037,"Crawford County, Kansas",18218,503,9513,383,8705,354
20039,"Decatur County, Kansas",1281,88,726,65,555,54
20041,"Dickinson County, Kansas",9151,362,4912,223,4239,219
20043,"Doniphan County, Kansas",3754,141,2007,73,1747,123
20045,"Douglas County, Kansas",59594,1203,30703,988,28891,657
20047,"Edwards County, Kansas",1471,76,893,42,578,54
20049,"Elk County, Kansas",1124,66,626,50,498,54
20051,"Ellis County, Kansas",16036,428,8226,311,7810,276
20053,"Ellsworth County, Kansas",2756,299,1435,209,1321,139
20055,"Finney County, Kansas",18352,524,10332,331,8020,342
20057,"Ford County, Kansas",15993,541,9328,354,6665,391
20059,"Franklin County, Kansas",12061,379,6395,269,5666,242
20061,"Geary County, Kansas",17055,423,10311,309,6744,318
20063,"Gove County, Kansas",1369,72,765,47,604,49
20065,"Graham County, Kansas",1202,88,611,55,591,57
20067,"Grant County, Kansas",3572,282,2066,185,1506,186
20069,"Gray County, Kansas",3072,91,1802,51,1270,73
20071,"Greeley County, Kansas",608,66,328,47,280,35
20073,"Greenwood County, Kansas",2858,127,1500,77,1358,87
20075,"Hamilton County, Kansas",1341,101,864,76,477,67
20077,"Harper County, Kansas",2720,132,1508,91,1212,79
20079,"Harvey County, Kansas",16371,397,8861,287,7510,294
20081,"Haskell County, Kansas",2085,90,1160,50,925,65
20083,"Hodgeman County, Kansas",999,71,570,42,429,48
20085,"Jackson County, Kansas",6676,188,3517,128,3159,136
20087,"Jefferson County, Kansas",9203,285,4674,184,4529,200
20089,"Jewell County, Kansas",1435,73,785,57,650,57
20091,"Johnson County, Kansas",293059,1772,154094,1062,138965,1508
20093,"Kearny County, Kansas",1843,125,1070,86,773,70
20095,"Kingman County, Kansas",3374,142,1974,94,1400,108
20097,"Kiowa County, Kansas",1240,69,683,37,557,48
20099,"Labette County, Kansas",9373,291,4879,238,4494,174
20101,"Lane County, Kansas",843,91,494,60,349,50
20103,"Leavenworth County, Kansas",33805,833,18088,668,15717,507
20105,"Lincoln County, Kansas",1503,78,817,43,686,60
20107,"Linn County, Kansas",3809,254,2150,163,1659,164
20109,"Logan County, Kansas",1351,87,766,61,585,59
20111,"Lyon County, Kansas",16498,584,8711,380,7787,395
20113,"McPherson County, Kansas",15025,365,8172,289,6853,280
20115,"Marion County, Kansas",5709,174,2988,126,2721,125
20117,"Marshall County, Kansas",5032,149,2736,96,2296,120
20119,"Meade County, Kansas",2079,101,1197,68,882,68
20121,"Miami County, Kansas",15445,424,8179,337,7266,293
20123,"Mitchell County, Kansas",3204,160,1796,101,1408,121
20125,"Montgomery County, Kansas",14689,418,7568,274,7121,302
20127,"Morris County, Kansas",2829,118,1514,90,1315,80
20129,"Morton County, Kansas",1420,120,795,76,625,66
20131,"Nemaha County, Kansas",5066,141,2714,100,2352,101
20133,"Neosho County, Kansas",7585,276,4024,175,3561,186
20135,"Ness County, Kansas",1552,88,898,64,654,63
20137,"Norton County, Kansas",2703,191,1432,187,1271,97
20139,"Osage County, Kansas",7090,197,3668,118,3422,162
20141,"Osborne County, Kansas",1846,76,1036,55,810,48
20143,"Ottawa County, Kansas",2946,134,1590,92,1356,84
20145,"Pawnee County, Kansas",3086,318,1740,305,1346,107
20147,"Phillips County, Kansas",2800,118,1489,75,1311,86
20149,"Pottawatomie County, Kansas",10928,290,5889,179,5039,245
20151,"Pratt County, Kansas",4596,195,2474,120,2122,161
20153,"Rawlins County, Kansas",1246,73,743,42,503,53
20155,"Reno County, Kansas",29000,548,15104,380,13896,379
20157,"Republic County, Kansas",2393,104,1306,67,1087,72
20159,"Rice County, Kansas",4763,194,2554,125,2209,150
20161,"Riley County, Kansas",39487,979,23241,579,16246,699
20163,"Rooks County, Kansas",2489,116,1286,89,1203,59
20165,"Rush County, Kansas",1561,83,850,59,711,48
20167,"Russell County, Kansas",3518,221,1961,160,1557,110
20169,"Saline County, Kansas",27828,645,14686,384,13142,510
20171,"Scott County, Kansas",2400,169,1393,120,1007,154
20173,"Sedgwick County, Kansas",235403,1739,126284,1231,109119,1173
20175,"Seward County, Kansas",10668,359,6319,323,4349,264
20177,"Shawnee County, Kansas",83045,1112,41624,742,41421,779
20179,"Sheridan County, Kansas",1246,61,733,45,513,42
20181,"Sherman County, Kansas",2858,212,1665,145,1193,141
20183,"Smith County, Kansas",1812,94,1011,59,801,63
20185,"Stafford County, Kansas",2060,100,1085,77,975,55
20187,"Stanton County, Kansas",1060,88,622,57,438,60
20189,"Stevens County, Kansas",2768,162,1590,117,1178,125
20191,"Sumner County, Kansas",10746,323,5828,212,4918,224
20193,"Thomas County, Kansas",4267,164,2269,134,1998,137
20195,"Trego County, Kansas",1524,112,818,76,706,74
20197,"Wabaunsee County, Kansas",3377,130,1827,104,1550,86
20199,"Wallace County, Kansas",765,81,429,52,336,49
20201,"Washington County, Kansas",2854,96,1551,57,1303,66
20203,"Wichita County, Kansas",1075,107,573,87,502,74
20205,"Wilson County, Kansas",3987,192,2148,134,1839,129
20207,"Woodson County, Kansas",1458,91,822,68,636,54
20209,"Wyandotte County, Kansas",67522,957,35565,620,31957,723
21001,"Adair County, Kentucky",7267,373,4014,223,3253,265
21003,"Allen County, Kentucky",7996,385,4364,224,3632,292
21005,"Anderson County, Kentucky",10192,402,5113,292,5079,289
21007,"Ballard County, Kentucky",3389,183,1807,120,1582,115
21009,"Barren County, Kentucky",18044,470,9675,372,8369,332
21011,"Bath County, Kentucky",3879,270,2190,196,1689,192
21013,"Bell County, Kentucky",8203,445,4213,291,3990,333
21015,"Boone County, Kentucky",60369,913,32087,586,28282,782
21017,"Bourbon County, Kentucky",8588,370,4544,238,4044,260
21019,"Boyd County, Kentucky",18049,654,9362,387,8687,425
21021,"Boyle County, Kentucky",11754,442,6044,317,5710,282
21023,"Bracken County, Kentucky",3472,199,1897,118,1575,135
21025,"Breathitt County, Kentucky",4202,257,2246,176,1956,172
21027,"Breckinridge County, Kentucky",7251,356,3996,243,3255,221
21029,"Bullitt County, Kentucky",36148,744,18905,541,17243,500
21031,"Butler County, Kentucky",4875,286,2695,190,2180,193
21033,"Caldwell County, Kentucky",5314,383,2714,226,2600,267
21035,"Calloway County, Kentucky",16674,673,8320,454,8354,404
21037,"Campbell County, Kentucky",44705,805,22323,552,22382,553
21039,"Carlisle County, Kentucky",2121,117,1184,81,937,71
21041,"Carroll County, Kentucky",4140,242,2273,147,1867,188
21043,"Carter County, Kentucky",9977,465,5400,355,4577,294
21045,"Casey County, Kentucky",5482,375,3081,303,2401,223
21047,"Christian County, Kentucky",29388,902,18100,730,11288,479
21049,"Clark County, Kentucky",15408,557,8181,354,7227,378
21051,"Clay County, Kentucky",5502,430,2962,279,2540,252
21053,"Clinton County, Kentucky",3418,308,1869,195,1549,198
21055,"Crittenden County, Kentucky",3386,209,1827,156,1559,142
21057,"Cumberland County, Kentucky",2449,176,1185,128,1264,129
21059,"Daviess County, Kentucky",42397,670,22316,441,20081,510
21061,"Edmonson County, Kentucky",4527,321,2588,213,1939,202
21063,"Elliott County, Kentucky",2019,295,1144,256,875,133
21065,"Estill County, Kentucky",4560,327,2233,240,2327,230
21067,"Fayette County, Kentucky",152309,1576,79031,1173,73278,1051
21069,"Fleming County, Kentucky",5697,277,3161,204,2536,237
21071,"Floyd County, Kentucky",11926,655,6259,429,5667,380
21073,"Franklin County, Kentucky",21388,564,10443,471,10945,463
21075,"Fulton County, Kentucky",2329,194,1265,126,1064,133
21077,"Gallatin County, Kentucky",3703,178,2067,159,1636,123
21079,"Garrard County, Kentucky",7010,386,3670,251,3340,232
21081,"Grant County, Kentucky",9864,533,5288,325,4576,354
21083,"Graves County, Kentucky",15198,567,8126,404,7072,380
21085,"Grayson County, Kentucky",9784,409,5275,269,4509,303
21087,"Green County, Kentucky",4531,232,2383,154,2148,160
21089,"Greenup County, Kentucky",13055,481,6744,270,6311,383
21091,"Hancock County, Kentucky",3591,180,2030,112,1561,125
21093,"Hardin County, Kentucky",49533,1065,27654,655,21879,735
21095,"Harlan County, Kentucky",7803,445,4325,297,3478,313
21097,"Harrison County, Kentucky",7487,307,3934,224,3553,224
21099,"Hart County, Kentucky",6807,363,3944,222,2863,229
21101,"Henderson County, Kentucky",19982,703,10578,416,9404,468
21103,"Henry County, Kentucky",6703,296,3576,196,3127,232
21105,"Hickman County, Kentucky",1725,185,824,130,901,104
21107,"Hopkins County, Kentucky",19276,556,10028,405,9248,394
21109,"Jackson County, Kentucky",4107,376,2210,232,1897,264
21111,"Jefferson County, Kentucky",349017,2394,179022,1369,169995,1793
21113,"Jessamine County, Kentucky",22243,698,11526,427,10717,449
21115,"Johnson County, Kentucky",6974,469,3904,331,3070,345
21117,"Kenton County, Kentucky",76846,1137,40271,762,36575,723
21119,"Knott County, Kentucky",4608,407,2396,265,2212,239
21121,"Knox County, Kentucky",9112,580,4890,346,4222,425
21123,"Larue County, Kentucky",5500,369,3147,278,2353,224
21125,"Laurel County, Kentucky",21131,815,10733,491,10398,571
21127,"Lawrence County, Kentucky",5364,359,2765,218,2599,241
21129,"Lee County, Kentucky",2124,249,1189,198,935,150
21131,"Leslie County, Kentucky",3091,320,1662,206,1429,219
21133,"Letcher County, Kentucky",7159,514,3744,345,3415,336
21135,"Lewis County, Kentucky",4324,336,2303,221,2021,215
21137,"Lincoln County, Kentucky",9061,518,4774,328,4287,305
21139,"Livingston County, Kentucky",3600,305,2026,202,1574,172
21141,"Logan County, Kentucky",10191,430,5843,306,4348,296
21143,"Lyon County, Kentucky",2677,250,1615,175,1062,172
21145,"McCracken County, Kentucky",28388,724,14828,458,13560,554
21147,"McCreary County, Kentucky",4407,472,2316,329,2091,260
21149,"McLean County, Kentucky",3918,204,2132,122,1786,150
21151,"Madison County, Kentucky",38502,867,19849,566,18653,569
21153,"Magoffin County, Kentucky",3507,369,2075,278,1432,197
21155,"Marion County, Kentucky",7798,370,4071,295,3727,230
21157,"Marshall County, Kentucky",12898,616,6826,402,6072,438
21159,"Martin County, Kentucky",2475,345,1455,292,1020,178
21161,"Mason County, Kentucky",7233,356,3534,251,3699,249
21163,"Meade County, Kentucky",11778,551,6644,335,5134,363
21165,"Menifee County, Kentucky",2035,198,1036,139,999,124
21167,"Mercer County, Kentucky",8852,379,4819,250,4033,252
21169,"Metcalfe County, Kentucky",3897,232,2224,161,1673,154
21171,"Monroe County, Kentucky",4028,297,2288,188,1740,169
21173,"Montgomery County, Kentucky",10413,572,5650,334,4763,384
21175,"Morgan County, Kentucky",3799,277,2013,210,1786,163
21177,"Muhlenberg County, Kentucky",11185,627,6019,492,5166,364
21179,"Nelson County, Kentucky",19277,621,9751,396,9526,421
21181,"Nicholas County, Kentucky",3027,179,1666,105,1361,133
21183,"Ohio County, Kentucky",8867,490,4897,326,3970,277
21185,"Oldham County, Kentucky",27947,620,14878,463,13069,396
21187,"Owen County, Kentucky",4270,307,2239,206,2031,185
21189,"Owsley County, Kentucky",1126,188,626,117,500,119
21191,"Pendleton County, Kentucky",6469,356,3281,249,3188,215
21193,"Perry County, Kentucky",9130,588,4810,375,4320,348
21195,"Pike County, Kentucky",20019,656,10551,450,9468,438
21197,"Powell County, Kentucky",3644,351,1946,256,1698,187
21199,"Pulaski County, Kentucky",24989,846,12691,564,12298,534
21201,"Robertson County, Kentucky",741,128,391,84,350,82
21203,"Rockcastle County, Kentucky",6007,333,3254,241,2753,252
21205,"Rowan County, Kentucky",9382,558,4655,399,4727,354
21207,"Russell County, Kentucky",5884,403,3109,310,2775,208
21209,"Scott County, Kentucky",24213,550,13092,413,11121,391
21211,"Shelby County, Kentucky",19732,581,10337,355,9395,451
21213,"Simpson County, Kentucky",7437,320,3931,194,3506,219
21215,"Spencer County, Kentucky",8366,326,4479,288,3887,250
21217,"Taylor County, Kentucky",10126,508,5256,353,4870,321
21219,"Todd County, Kentucky",4729,244,2748,159,1981,155
21221,"Trigg County, Kentucky",5442,311,2860,219,2582,229
21223,"Trimble County, Kentucky",3574,238,2112,187,1462,157
21225,"Union County, Kentucky",5674,378,3283,252,2391,206
21227,"Warren County, Kentucky",54401,1053,27959,730,26442,830
21229,"Washington County, Kentucky",5076,296,2711,187,2365,206
21231,"Wayne County, Kentucky",6788,514,3545,426,3243,316
21233,"Webster County, Kentucky",5136,302,2944,207,2192,216
21235,"Whitley County, Kentucky",12348,690,6253,434,6095,421
21237,"Wolfe County, Kentucky",1823,272,811,170,1012,166
21239,"Woodford County, Kentucky",12411,366,6725,243,5686,259
22001,"Acadia Parish, Louisiana",24384,954,13261,576,11123,576
22003,"Allen Parish, Louisiana",8187,484,4436,312,3751,286
22005,"Ascension Parish, Louisiana",52813,1079,28431,676,24382,817
22007,"Assumption Parish, Louisiana",8824,457,4606,309,4218,356
22009,"Avoyelles Parish, Louisiana",14575,693,7419,423,7156,458
22011,"Beauregard Parish, Louisiana",14423,470,8293,301,6130,330
22013,"Bienville Parish, Louisiana",4880,269,2665,174,2215,177
22015,"Bossier Parish, Louisiana",58968,1139,31796,634,27172,898
22017,"Caddo Parish, Louisiana",109198,1669,54529,997,54669,1079
22019,"Calcasieu Parish, Louisiana",82864,1431,44706,989,38158,931
22021,"Caldwell Parish, Louisiana",3909,282,2116,190,1793,186
22023,"Cameron Parish, Louisiana",3106,197,1727,130,1379,154
22025,"Catahoula Parish, Louisiana",3603,247,1980,191,1623,147
22027,"Claiborne Parish, Louisiana",5635,438,3125,382,2510,194
22029,"Concordia Parish, Louisiana",6786,396,3481,317,3305,245
22031,"De Soto Parish, Louisiana",10493,427,5432,268,5061,310
22033,"East Baton Rouge Parish, Louisiana",210306,2039,106217,1512,104089,1503
22035,"East Carroll Parish, Louisiana",2109,273,1063,199,1046,161
22037,"East Feliciana Parish, Louisiana",7254,527,3605,511,3649,244
22039,"Evangeline Parish, Louisiana",10834,652,5707,514,5127,342
22041,"Franklin Parish, Louisiana",7272,503,3537,382,3735,273
22043,"Grant Parish, Louisiana",7081,377,3595,328,3486,227
22045,"Iberia Parish, Louisiana",30944,857,16859,536,14085,608
22047,"Iberville Parish, Louisiana",12661,497,6534,362,6127,392
22049,"Jackson Parish, Louisiana",5491,399,2925,286,2566,202
22051,"Jefferson Parish, Louisiana",204223,1906,107925,1320,96298,1369
22053,"Jefferson Davis Parish, Louisiana",11823,450,6688,341,5135,265
22055,"Lafayette Parish, Louisiana",111578,1670,59399,1036,52179,1132
22057,"Lafourche Parish, Louisiana",41966,905,23583,558,18383,672
22059,"LaSalle Parish, Louisiana",5453,349,3079,262,2374,232
22061,"Lincoln Parish, Louisiana",19972,693,9557,479,10415,496
22063,"Livingston Parish, Louisiana",58933,1403,32606,918,26327,956
22065,"Madison Parish, Louisiana",3948,342,2152,154,1796,297
22067,"Morehouse Parish, Louisiana",9526,493,4313,345,5213,324
22069,"Natchitoches Parish, Louisiana",15259,600,7674,361,7585,427
22071,"Orleans Parish, Louisiana",161558,1676,80410,1170,81148,1136
22073,"Ouachita Parish, Louisiana",64097,1291,30787,835,33310,871
22075,"Plaquemines Parish, Louisiana",10316,456,5910,320,4406,290
22077,"Pointe Coupee Parish, Louisiana",9247,404,4788,261,4459,302
22079,"Rapides Parish, Louisiana",51243,1028,25583,795,25660,817
22081,"Red River Parish, Louisiana",3104,245,1852,152,1252,160
22083,"Richland Parish, Louisiana",8036,433,4031,284,4005,300
22085,"Sabine Parish, Louisiana",8607,334,5055,249,3552,214
22087,"St. Bernard Parish, Louisiana",16872,399,9352,283,7520,317
22089,"St. Charles Parish, Louisiana",24436,630,12617,356,11819,436
22091,"St. Helena Parish, Louisiana",3672,352,1902,250,1770,223
22093,"St. James Parish, Louisiana",8805,371,4636,245,4169,290
22095,"St. John the Baptist Parish, Louisiana",19047,718,9476,414,9571,488
22097,"St. Landry Parish, Louisiana",30540,805,15640,579,14900,538
22099,"St. Martin Parish, Louisiana",23128,755,12004,513,11124,528
22101,"St. Mary Parish, Louisiana",21099,600,11813,439,9286,399
22103,"St. Tammany Parish, Louisiana",107044,1394,56934,877,50110,1123
22105,"Tangipahoa Parish, Louisiana",51298,1027,26352,669,24946,815
22107,"Tensas Parish, Louisiana",1708,186,841,136,867,92
22109,"Terrebonne Parish, Louisiana",47642,1091,26562,771,21080,791
22111,"Union Parish, Louisiana",7987,437,4375,264,3612,299
22113,"Vermilion Parish, Louisiana",24247,756,13342,473,10905,540
22115,"Vernon Parish, Louisiana",22727,430,14370,325,8357,338
22117,"Washington Parish, Louisiana",14754,594,7345,415,7409,503
22119,"Webster Parish, Louisiana",15097,601,8029,389,7068,394
22121,"West Baton Rouge Parish, Louisiana",11216,440,5814,287,5402,326
22123,"West Carroll Parish, Louisiana",4049,230,2032,184,2017,153
22125,"West Feliciana Parish, Louisiana",4900,471,2839,369,2061,201
22127,"Winn Parish, Louisiana",4866,320,2536,243,2330,220
23001,"Androscoggin County, Maine",50209,952,25597,650,24612,541
23003,"Aroostook County, Maine",30316,548,15586,408,14730,343
23005,"Cumberland County, Maine",148847,1500,75326,978,73521,1001
23007,"Franklin County, Maine",14006,457,7160,293,6846,313
23009,"Hancock County, Maine",26173,609,13366,404,12807,363
23011,"Kennebec County, Maine",56175,848,28293,667,27882,585
23013,"Knox County, Maine",18942,561,9394,385,9548,344
23015,"Lincoln County, Maine",16058,473,8084,340,7974,302
23017,"Oxford County, Maine",24850,648,12732,452,12118,469
23019,"Penobscot County, Maine",71554,932,36144,662,35410,737
23021,"Piscataquis County, Maine",6713,241,3453,179,3260,151
23023,"Sagadahoc County, Maine",17175,481,8879,314,8296,342
23025,"Somerset County, Maine",21713,512,11092,347,10621,379
23027,"Waldo County, Maine",17445,449,8846,298,8599,302
23029,"Washington County, Maine",12774,302,6699,183,6075,221
23031,"York County, Maine",99807,1075,51376,668,48431,725
24001,"Allegany County, Maryland",28808,785,14770,553,14038,482
24003,"Anne Arundel County, Maryland",284788,1994,149537,1411,135251,1666
24005,"Baltimore County, Maryland",402238,2219,201279,1631,200959,1761
24009,"Calvert County, Maryland",45125,754,23647,516,21478,627
24011,"Caroline County, Maryland",14963,431,7901,301,7062,314
24013,"Carroll County, Maryland",87045,1089,46204,715,40841,693
24015,"Cecil County, Maryland",47317,1118,24747,700,22570,691
24017,"Charles County, Maryland",75359,1068,37100,725,38259,772
24019,"Dorchester County, Maryland",14973,417,7382,294,7591,281
24021,"Frederick County, Maryland",123761,1481,65721,727,58040,1048
24023,"Garrett County, Maryland",13739,428,7271,300,6468,274
24025,"Harford County, Maryland",125475,1257,65236,821,60239,942
24027,"Howard County, Maryland",158989,1544,84072,842,74917,1041
24029,"Kent County, Maryland",8767,362,4472,311,4295,241
24031,"Montgomery County, Maryland",525752,2666,271948,1620,253804,2039
24033,"Prince George's County, Maryland",453049,2228,222833,1644,230216,1436
24035,"Queen Anne's County, Maryland",24504,626,12511,356,11993,444
24037,"St. Mary's County, Maryland",54395,931,30024,642,24371,606
24039,"Somerset County, Maryland",8078,960,4003,891,4075,293
24041,"Talbot County, Maryland",17404,415,8516,305,8888,301
24043,"Washington County, Maryland",66581,1122,34230,863,32351,669
24045,"Wicomico County, Maryland",46558,1100,22739,755,23819,697
24047,"Worcester County, Maryland",22688,676,12044,465,10644,460
24510,"Baltimore city, Maryland",263513,2600,124077,1669,139436,1647
25001,"Barnstable County, Massachusetts",98805,1152,49877,751,48928,792
25003,"Berkshire County, Massachusetts",60737,844,30413,607,30324,566
25005,"Bristol County, Massachusetts",258899,2126,130694,1371,128205,1690
25007,"Dukes County, Massachusetts",8289,508,4341,397,3948,301
25009,"Essex County, Massachusetts",369455,2325,186875,1618,182580,1543
25011,"Franklin County, Massachusetts",36760,568,18425,379,18335,420
25013,"Hampden County, Massachusetts",203849,2115,101911,1369,101938,1552
25015,"Hampshire County, Massachusetts",81257,1244,38462,911,42795,787
25017,"Middlesex County, Massachusetts",801128,3883,417568,2717,383560,2510
25019,"Nantucket County, Massachusetts",6045,232,3348,167,2697,146
25021,"Norfolk County, Massachusetts",344517,2292,174155,1640,170362,1484
25023,"Plymouth County, Massachusetts",243759,2127,122537,1255,121222,1515
25025,"Suffolk County, Massachusetts",380883,3217,191919,1927,188964,2144
25027,"Worcester County, Massachusetts",390615,3041,201834,1995,188781,1779
26001,"Alcona County, Michigan",3175,125,1668,90,1507,77
26003,"Alger County, Michigan",3110,180,1564,143,1546,100
26005,"Allegan County, Michigan",49552,967,26437,585,23115,612
